,cum_infections,cum_reinfections,cum_infectious,cum_symptomatic,cum_severe,cum_critical,cum_recoveries,cum_deaths,cum_tests,cum_diagnoses,cum_known_deaths,cum_quarantined,cum_vaccinations,cum_vaccinated,new_infections,new_reinfections,new_infectious,new_symptomatic,new_severe,new_critical,new_recoveries,new_deaths,new_tests,new_diagnoses,new_known_deaths,new_quarantined,new_vaccinations,new_vaccinated,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_recovered,n_dead,n_diagnosed,n_known_dead,n_quarantined,n_vaccinated,n_alive,n_naive,n_preinfectious,n_removed,prevalence,incidence,r_eff,doubling_time,test_yield,rel_test_yield,frac_vaccinated,pop_nabs,pop_protection,pop_symp_protection,iq_factor,cluster_size,vax_coverage_full,vax_coverage_partial,day_max_new_infections,r_eff_07,r_eff_15,r_eff_30,r_eff_50,r_eff_60,r_eff_74,r_eff_90
mean,2007.486,2.77,1467.67,763.715,26.69,7.875,775.614,1.371,28239.16,324.189,1.082,38224.093,178380.0,154056.0,136.895,0.274,101.611,53.049,1.983,0.56,55.263,0.101,0.0,0.0,0.078,2198.605,0.0,0.0,198768.128,1230.501,690.685,351.57,19.293,5.181,772.844,1.371,323.861,1.082,20767.486,154056.0,199998.629,197995.284,539.816,1.371,0.006152558732005907,0.0006899844851803125,1.8584686211922135,10.254872656127326,0.0,0.0,0.770285280339433,6.671831196832246,0.6447594608664513,0.0012312327551298949,0.0,20.0,0.15,0.95,93.353,0.0,0.0,0.0,2.761665807837324,1.8526113871156353,1.797621525696844,1.8496603150090531
median,1855.5,2.0,1334.0,701.5,24.5,7.0,707.5,1.0,28239.0,310.0,1.0,37046.0,178380.0,154056.0,131.0,0.0,96.0,49.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,2134.5,0.0,0.0,198859.0,1140.0,635.0,321.0,17.0,4.0,704.0,1.0,309.5,1.0,20315.5,154056.0,199999.0,198145.5,512.0,1.0,0.005700028475284753,0.000658801286670952,1.8375547512693085,9.810333095593833,0.0,0.0,0.7702838514192571,6.671587616552145,0.6445695757865906,0.001137170649599284,0.0,20.0,0.15,0.95,96.0,0.0,0.0,0.0,2.6638996633976557,1.8286708219864183,1.784535236802863,1.8614454466330326
std,1109.7648957900624,2.596120151271863,821.2742943539428,427.7479141422586,15.517238307272487,5.237633798559022,421.9710375849989,1.3263175027564547,3.66303396350864,151.72655742231558,1.1351495780576957,16621.43347624254,0.0,0.0,72.92387720676176,0.5703062767051132,58.58226319083756,31.331457981703615,1.8499008441354723,0.8081169798074119,34.0561837946452,0.32388872148301784,0.0,0.0,0.28283563424009356,1058.0521467868775,0.0,0.0,698.2043504096282,697.5400821208522,405.36754510150615,207.14762184789194,12.035115080255569,3.9229617164367823,419.92483438173855,1.3263175027564547,151.46718452188574,1.1351495780576957,10052.028253831155,0.0,1.3263175027564544,1107.7174492131517,294.7608693739963,1.3263175027564547,0.0034877494639814727,0.0003695702984637519,0.3596637604273202,2.3711302438119453,0.0,0.0,5.1082850477287985e-06,0.04941424493334698,0.0014076644034784484,0.000669763638555229,0.0,20.0,0.15,0.95,9.939033705547034,0.0,0.0,0.0,1.1181379600039696,0.6544125537017381,0.4641629216455069,0.3163627394320174
