,cum_infections,cum_reinfections,cum_infectious,cum_symptomatic,cum_severe,cum_critical,cum_recoveries,cum_deaths,cum_tests,cum_diagnoses,cum_known_deaths,cum_quarantined,cum_vaccinations,cum_vaccinated,new_infections,new_reinfections,new_infectious,new_symptomatic,new_severe,new_critical,new_recoveries,new_deaths,new_tests,new_diagnoses,new_known_deaths,new_quarantined,new_vaccinations,new_vaccinated,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_recovered,n_dead,n_diagnosed,n_known_dead,n_quarantined,n_vaccinated,n_alive,n_naive,n_preinfectious,n_removed,prevalence,incidence,r_eff,doubling_time,test_yield,rel_test_yield,frac_vaccinated,pop_nabs,pop_protection,pop_symp_protection,iq_factor,cluster_size,vax_coverage_full,vax_coverage_partial,day_max_new_infections,r_eff_07,r_eff_15,r_eff_30,r_eff_50,r_eff_60,r_eff_74,r_eff_90
mean,2759.235,5.478,2040.653,1177.695,57.513,17.241,1052.362,2.974,28239.102,474.727,2.343,53910.488,273718.0,136859.0,177.528,0.584,138.491,81.504,4.136,1.31,78.724,0.24,0.0,0.0,0.172,3071.308,0.0,0.0,198293.127,1703.899,985.317,556.57,42.25,11.633,1046.884,2.974,473.943,2.343,30207.462,136859.0,199997.026,197246.243,718.582,2.974,0.008519650529019516,0.0008967765647876773,1.7998087234718285,10.287581441870593,0.0,0.0,0.6843051757119766,14.785510106745171,0.6428408672213555,0.0008718737396775396,0.0,20.0,0.8,0.8,94.417,0.0,0.0,0.0,3.283609282141637,2.058441226503981,1.9313489249628473,1.8816774327689947
median,2703.0,4.0,1963.5,1124.0,54.0,16.0,991.0,3.0,28239.0,461.5,2.0,53366.0,273718.0,136859.0,185.0,0.0,139.0,81.0,4.0,1.0,74.0,0.0,0.0,0.0,0.0,3058.0,0.0,0.0,198318.0,1677.0,958.5,538.0,39.0,10.0,984.5,3.0,461.0,2.0,30205.0,136859.0,199997.0,197302.0,731.5,3.0,0.008385209655451647,0.0009330499145434202,1.7686805791820692,10.01671629305531,0.0,0.0,0.6843052645789687,14.78279712102244,0.642554759979248,0.0008498163078911602,0.0,20.0,0.8,0.8,96.0,0.0,0.0,0.0,3.1307075094965775,2.057118601545181,1.9261848908506254,1.867887195394096
std,1354.3905993732644,4.51418806585347,1051.6731712134003,612.3124026617895,31.062335709017436,10.0370145292642,558.9447810152844,2.345383726562633,3.602578878327937,214.17642730471766,1.9007798304811538,21894.901406113695,0.0,0.0,74.72289292262931,0.8864139719847209,66.36834091399058,40.208664746802036,3.05333044835092,1.3467418883044047,44.58773250446685,0.5046331882215583,0.0,0.0,0.4319752337838393,1264.8001631042703,0.0,0.0,814.1317506266282,812.7087450638779,501.80256907406255,286.9155269754839,23.949761817001253,7.278549875372724,555.1468062778715,2.345383726562633,213.66163212903726,1.9007798304811538,13327.969545086407,0.0,2.3453837265626327,1350.6388441171969,316.26916932174004,2.345383726562633,0.0040636735252432285,0.0003800839096927078,0.3788664197717418,2.1856758070729065,0.0,0.0,8.025030234818735e-06,0.09666675120977086,0.002203240903492751,0.00041921350575530676,0.0,20.0,0.8,0.8,6.641920731234302,0.0,0.0,0.0,1.2709311225091404,0.6403325492296602,0.45431459040240263,0.28215613922587224
