,0-14,15-24,25-34,35-44,45-54,55-64,65+
0,0.0,25.500000000000004,76.5,102.00000000000001,408.00000000000006,2244.0,14713.5
1,0.0,25.500000000000004,204.00000000000003,51.00000000000001,637.5,2320.5,15631.5
2,0.0,0.0,102.00000000000001,102.00000000000001,790.5,2040.0,13770.0
3,0.0,0.0,51.00000000000001,153.0,433.50000000000006,2626.5000000000005,15249.0
4,0.0,0.0,25.500000000000004,153.0,408.00000000000006,2448.0,14356.499999999998
5,0.0,25.500000000000004,0.0,153.0,433.50000000000006,1683.0,13260.0
6,0.0,0.0,76.5,127.5,535.5,2295.0,14458.5
7,0.0,0.0,76.5,178.49999999999997,459.00000000000006,2244.0,12979.5
8,0.0,25.500000000000004,51.00000000000001,127.5,484.5,2142.0,15861.0
9,0.0,25.500000000000004,127.5,153.0,382.49999999999994,1836.0000000000002,13336.5
10,0.0,0.0,76.5,102.00000000000001,408.00000000000006,2320.5,15963.0
11,0.0,25.500000000000004,51.00000000000001,76.5,586.5,2065.5,14178.0
12,0.0,0.0,76.5,153.0,586.5,1989.0,14254.5
13,0.0,0.0,76.5,127.5,764.9999999999999,2499.0,13821.0
14,0.0,0.0,76.5,51.00000000000001,764.9999999999999,2142.0,13846.5
15,0.0,25.500000000000004,76.5,76.5,764.9999999999999,2728.5,15886.5
16,0.0,25.500000000000004,51.00000000000001,178.49999999999997,510.0,2422.5,14280.0
17,0.0,0.0,102.00000000000001,204.00000000000003,306.0,1708.5,12673.499999999998
18,0.0,25.500000000000004,51.00000000000001,178.49999999999997,561.0,2855.9999999999995,15402.0
19,0.0,51.00000000000001,25.500000000000004,76.5,459.00000000000006,2142.0,14331.0
20,0.0,0.0,102.00000000000001,76.5,408.00000000000006,2040.0,10123.499999999998
21,0.0,25.500000000000004,127.5,76.5,612.0,2550.0,14458.5
22,0.0,0.0,76.5,178.49999999999997,459.00000000000006,2346.0,14433.0
23,0.0,0.0,127.5,127.5,586.5,2703.0,15682.5
24,0.0,0.0,127.5,51.00000000000001,586.5,2448.0,14815.5
25,0.0,25.500000000000004,51.00000000000001,127.5,561.0,2932.5,15300.0
26,0.0,25.500000000000004,76.5,102.00000000000001,688.5,1912.5,14101.5
27,0.0,0.0,76.5,153.0,484.5,2091.0,14356.499999999998
28,0.0,0.0,102.00000000000001,102.00000000000001,561.0,2626.5000000000005,14509.5
29,0.0,0.0,102.00000000000001,204.00000000000003,586.5,1912.5,16116.0
30,0.0,25.500000000000004,76.5,178.49999999999997,459.00000000000006,2320.5,14407.499999999998
31,0.0,0.0,0.0,178.49999999999997,510.0,2524.5,15147.0
32,0.0,25.500000000000004,127.5,127.5,459.00000000000006,2550.0,14101.5
33,0.0,25.500000000000004,127.5,127.5,561.0,2550.0,14764.5
34,0.0,0.0,127.5,51.00000000000001,586.5,2422.5,13106.999999999998
35,0.0,25.500000000000004,127.5,153.0,561.0,2346.0,15325.5
36,0.0,0.0,102.00000000000001,127.5,459.00000000000006,2065.5,15733.5
37,0.0,25.500000000000004,51.00000000000001,127.5,586.5,2091.0,14509.5
38,0.0,0.0,102.00000000000001,102.00000000000001,713.9999999999999,2218.5,14560.5
39,0.0,0.0,51.00000000000001,102.00000000000001,433.50000000000006,2524.5,15810.0
40,0.0,0.0,0.0,102.00000000000001,255.0,2193.0,13464.0
41,0.0,0.0,102.00000000000001,153.0,510.0,2575.5,14662.5
42,0.0,25.500000000000004,51.00000000000001,51.00000000000001,510.0,2346.0,13336.5
43,0.0,0.0,51.00000000000001,255.0,510.0,2473.5,14356.499999999998
44,0.0,25.500000000000004,178.49999999999997,127.5,561.0,2116.5,14305.500000000002
45,0.0,25.500000000000004,127.5,127.5,433.50000000000006,2601.0,15274.5
46,0.0,0.0,51.00000000000001,76.5,356.99999999999994,2295.0,13285.5
47,0.0,0.0,102.00000000000001,204.00000000000003,867.0000000000001,2830.5000000000005,15937.5
48,25.500000000000004,25.500000000000004,102.00000000000001,153.0,484.5,2269.5,15172.500000000002
49,25.500000000000004,25.500000000000004,51.00000000000001,178.49999999999997,688.5,2499.0,14713.5
50,0.0,0.0,51.00000000000001,331.49999999999994,586.5,2550.0,14917.5
51,0.0,25.500000000000004,51.00000000000001,25.500000000000004,612.0,2091.0,14841.0
