,0-14,15-24,25-34,35-44,45-54,55-64,65+
0,0.0,0.0,0.0,0.0,0.0,0.0,102.00000000000001
1,0.0,0.0,0.0,0.0,0.0,51.00000000000001,76.5
2,0.0,0.0,25.500000000000004,0.0,0.0,25.500000000000004,433.50000000000006
3,0.0,0.0,0.0,0.0,0.0,0.0,25.500000000000004
4,0.0,0.0,0.0,0.0,0.0,25.500000000000004,127.5
5,0.0,0.0,0.0,0.0,0.0,25.500000000000004,229.50000000000003
6,0.0,0.0,0.0,0.0,0.0,51.00000000000001,178.49999999999997
7,0.0,0.0,0.0,0.0,0.0,0.0,25.500000000000004
8,0.0,0.0,0.0,0.0,0.0,25.500000000000004,25.500000000000004
9,0.0,0.0,0.0,0.0,0.0,0.0,25.500000000000004
10,0.0,0.0,0.0,0.0,0.0,25.500000000000004,0.0
11,0.0,0.0,0.0,0.0,0.0,51.00000000000001,229.50000000000003
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,25.500000000000004,0.0,25.500000000000004,25.500000000000004
14,0.0,0.0,0.0,0.0,0.0,25.500000000000004,51.00000000000001
15,0.0,0.0,0.0,0.0,0.0,0.0,25.500000000000004
16,0.0,0.0,0.0,0.0,0.0,25.500000000000004,306.0
17,0.0,0.0,0.0,0.0,0.0,0.0,127.5
18,0.0,0.0,0.0,0.0,0.0,25.500000000000004,255.0
19,0.0,0.0,0.0,0.0,0.0,0.0,25.500000000000004
20,0.0,0.0,25.500000000000004,0.0,0.0,0.0,25.500000000000004
21,0.0,0.0,0.0,0.0,0.0,0.0,51.00000000000001
22,0.0,0.0,0.0,0.0,0.0,25.500000000000004,51.00000000000001
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,25.500000000000004,51.00000000000001
25,0.0,0.0,0.0,0.0,0.0,25.500000000000004,127.5
26,0.0,0.0,0.0,0.0,0.0,25.500000000000004,25.500000000000004
27,0.0,0.0,0.0,0.0,0.0,25.500000000000004,51.00000000000001
28,0.0,0.0,25.500000000000004,0.0,0.0,0.0,25.500000000000004
29,0.0,0.0,25.500000000000004,0.0,0.0,0.0,51.00000000000001
