,cum_infections,cum_reinfections,cum_infectious,cum_symptomatic,cum_severe,cum_critical,cum_recoveries,cum_deaths,cum_tests,cum_diagnoses,cum_known_deaths,cum_quarantined,cum_vaccinations,cum_vaccinated,new_infections,new_reinfections,new_infectious,new_symptomatic,new_severe,new_critical,new_recoveries,new_deaths,new_tests,new_diagnoses,new_known_deaths,new_quarantined,new_vaccinations,new_vaccinated,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_recovered,n_dead,n_diagnosed,n_known_dead,n_quarantined,n_vaccinated,n_alive,n_naive,n_preinfectious,n_removed,prevalence,incidence,r_eff,doubling_time,test_yield,rel_test_yield,frac_vaccinated,pop_nabs,pop_protection,pop_symp_protection,iq_factor,cluster_size,vax_coverage_full,vax_coverage_partial,day_max_new_infections,r_eff_07,r_eff_15,r_eff_30,r_eff_50,r_eff_60,r_eff_74,r_eff_90
mean,25229.85,116.17,24272.384,16445.935,1255.657,386.562,18327.202,65.59,28239.143,4861.335,32.77,228208.961,24324.0,24324.0,162.624,4.649,296.603,239.641,48.129,17.313,904.949,6.969,0.0,0.0,3.344,3886.758,0.0,0.0,193097.352,6837.058,5879.592,4291.656,963.532,274.797,18211.032,65.59,4838.779,32.77,154297.728,24324.0,199934.41,174886.32,957.466,65.59,0.03419565265646255,0.0008451441587489722,0.27016655993046435,29.962108674310183,0.0,0.0,0.12165989954827221,0.9939861904415609,0.18057283233106136,0.0008895219982368871,0.0,20.0,0.0,0.15,77.153,0.0,0.0,0.0,7.481094397733552,5.111424247601447,3.6438159573219147,0.40266196352704126
median,25216.5,117.0,24329.0,16509.0,1265.5,391.0,18638.5,66.0,28239.0,4923.5,32.0,229709.5,24324.0,24324.0,150.0,5.0,264.0,215.5,47.0,17.0,901.0,7.0,0.0,0.0,3.0,3790.5,0.0,0.0,193454.5,6490.0,5620.0,4157.0,967.0,275.5,18526.5,66.0,4898.5,32.0,155041.5,24324.0,199934.0,174895.0,863.5,66.0,0.03245998144449712,0.0007745834046478181,0.2668982734551159,30.0,0.0,0.0,0.1216601478487901,0.9957471781482804,0.18198299407958984,0.0008887776348274201,0.0,20.0,0.0,0.15,77.0,0.0,0.0,0.0,7.236724417839751,5.099574453703625,3.658763203557661,0.3597736150345628
std,1193.930648695264,17.264505876600207,1391.6574575027516,1010.2608989062472,144.8823323985407,53.34386303712662,2559.130811370475,19.738629980662626,3.6943469245861578,441.2459549590996,10.321222196408119,8641.781830657825,0.0,0.0,59.06738168887782,2.30588727307215,131.55705473158653,106.06492298062959,13.426937165327082,5.213848407387313,200.7725828618764,2.8078324242951043,0.0,0.0,1.8807448527647768,529.5928549631576,0.0,0.0,1990.6149904328902,2007.5800238566303,1641.1762827701134,1061.953021505134,77.37938061618577,27.56518874650835,2546.551312375732,19.738629980662626,439.0856298597681,10.321222196408119,3455.2272729190363,0.0,19.738629980662626,1183.0166769991276,391.1007551062062,19.738629980662626,0.010037700773123574,0.00031959769379470297,0.041193575098504936,0.5427141996148168,0.0,0.0,1.201097404660501e-05,0.02769111492298626,0.011570062104692014,6.021623033840073e-05,0.0,20.0,0.0,0.15,2.815597805085094,0.0,0.0,0.0,2.5897898551875014,0.9218762184516227,0.707478375822373,0.16988918074969703
