,cum_infections,cum_reinfections,cum_infectious,cum_symptomatic,cum_severe,cum_critical,cum_recoveries,cum_deaths,cum_tests,cum_diagnoses,cum_known_deaths,cum_quarantined,cum_vaccinations,cum_vaccinated,new_infections,new_reinfections,new_infectious,new_symptomatic,new_severe,new_critical,new_recoveries,new_deaths,new_tests,new_diagnoses,new_known_deaths,new_quarantined,new_vaccinations,new_vaccinated,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_recovered,n_dead,n_diagnosed,n_known_dead,n_quarantined,n_vaccinated,n_alive,n_naive,n_preinfectious,n_removed,prevalence,incidence,r_eff,doubling_time,test_yield,rel_test_yield,frac_vaccinated,pop_nabs,pop_protection,pop_symp_protection,iq_factor,cluster_size,vax_coverage_full,vax_coverage_partial,day_max_new_infections,r_eff_07,r_eff_15,r_eff_30,r_eff_50,r_eff_60,r_eff_74,r_eff_90
mean,14789.441,50.84,12916.176,8265.037,498.633,147.575,7273.225,20.354,28239.023,2724.352,13.169,186906.436,105407.0,72974.0,345.651,3.907,507.037,362.534,35.446,11.256,606.302,2.307,0.0,0.0,1.414,6696.929,0.0,0.0,192483.784,7495.862,5622.597,3642.886,407.945,112.74,7222.385,20.354,2715.078,13.169,129780.021,72974.0,199979.646,185261.399,1873.265,20.354,0.03748293171969967,0.0017987459495776412,0.6040591198030346,24.782931270510076,0.0,0.0,0.3649071374191922,4.870661599002079,0.3476050347685814,0.0016594958906061947,0.0,20.0,0.2,0.45,84.87,0.0,0.0,0.0,5.309649569559422,3.50830404487123,3.214737222787012,1.2264935779222985
median,15162.5,51.0,13380.0,8561.5,512.0,152.0,7470.5,19.0,28239.0,2804.5,12.0,192536.0,105407.0,72974.0,306.0,4.0,503.0,364.0,36.0,11.0,625.0,2.0,0.0,0.0,1.0,6552.5,0.0,0.0,192378.5,7607.5,5718.5,3685.0,424.0,117.0,7412.5,19.0,2796.0,12.0,134431.5,72974.0,199981.0,184892.0,1761.5,19.0,0.03804073344114477,0.0015942901159007325,0.5092390478496733,29.543108173840068,0.0,0.0,0.3649046659432646,4.870027200464557,0.34831997752189636,0.0016960257198661566,0.0,20.0,0.2,0.45,85.0,0.0,0.0,0.0,5.11945260209318,3.478576355233059,3.1943565182661082,1.0845573542471938
std,1653.5944179326495,16.202682707716242,2183.08325162086,1527.6821201713697,136.46206874881827,44.70320739893002,2256.3955932966296,9.483914203989228,3.348684022819216,601.4837643817285,6.127151130907494,25344.258459397875,0.0,0.0,145.16775425650104,2.065094577886353,139.62267051278286,88.13049317817203,7.263045906218399,3.800909221608813,107.8177697203363,1.6928132255557957,0.0,0.0,1.2578498265636429,1228.9273250804254,0.0,0.0,1137.5562709657986,1144.2892566387482,736.4562352084321,453.4452487319694,100.70542963792249,30.92547145614412,2242.000563626669,9.483914203989228,598.7658026327175,6.127151130907494,14227.561072109993,0.0,9.483914203989228,1640.0856400522825,647.1671515899869,9.483914203989228,0.0057208404678172195,0.000761518385663474,0.3082114872998017,6.770026069306227,0.0,0.0,1.730589423636759e-05,0.05540343439398402,0.009665466119475693,0.00019816041606070543,0.0,20.0,0.2,0.45,4.100865762250698,0.0,0.0,0.0,1.9373907703128885,0.8372070238700526,0.36785585336089605,0.543701150108286
