,cum_infections,cum_reinfections,cum_infectious,cum_symptomatic,cum_severe,cum_critical,cum_recoveries,cum_deaths,cum_tests,cum_diagnoses,cum_known_deaths,cum_quarantined,cum_vaccinations,cum_vaccinated,new_infections,new_reinfections,new_infectious,new_symptomatic,new_severe,new_critical,new_recoveries,new_deaths,new_tests,new_diagnoses,new_known_deaths,new_quarantined,new_vaccinations,new_vaccinated,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_recovered,n_dead,n_diagnosed,n_known_dead,n_quarantined,n_vaccinated,n_alive,n_naive,n_preinfectious,n_removed,prevalence,incidence,r_eff,doubling_time,test_yield,rel_test_yield,frac_vaccinated,pop_nabs,pop_protection,pop_symp_protection,iq_factor,cluster_size,vax_coverage_full,vax_coverage_partial,day_max_new_infections,r_eff_07,r_eff_15,r_eff_30,r_eff_50,r_eff_60,r_eff_74,r_eff_90
mean,215.837,0.139,193.431,97.137,3.239,0.999,153.694,0.258,28239.067,61.634,0.217,8025.164,186489.0,162165.0,5.323,0.002,4.592,2.55,0.092,0.036,4.015,0.011,0.0,0.0,0.01,207.003,0.0,0.0,199937.857,61.885,39.479,20.177,1.538,0.432,153.555,0.258,61.621,0.217,2331.72,162165.0,199999.742,199784.302,22.406,0.258,0.00030942557950437027,2.6632993218045035e-05,1.026565641517377,25.958852503126362,0.0,0.0,0.810826045971072,6.913947309374015,0.6757663610577583,0.00018604890964888908,0.0,20.0,0.15,1.0,46.76,0.0,0.0,0.0,1.7309413817688852,1.067159369937644,1.0042548653095402,0.957102877189213
median,189.0,0.0,173.0,86.0,3.0,1.0,139.0,0.0,28239.0,57.0,0.0,7462.5,186489.0,162165.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,199955.0,44.5,29.0,15.0,1.0,0.0,139.0,0.0,57.0,0.0,1960.5,162165.0,200000.0,199811.0,15.0,0.0,0.00022250055000275,1.5004313740294138e-05,0.9041915979679309,30.0,0.0,0.0,0.810825,6.9129928125,0.6757462620735168,0.00016621149552520365,0.0,20.0,0.15,1.0,43.0,0.0,0.0,0.0,1.6497448824950633,1.016361735444667,0.9478956617011067,0.9585696748304342
std,144.29651386958352,0.38965475851172515,121.9130511103345,62.33446732600525,2.7917150056323212,1.2395707061460979,85.6677262644651,0.5193319802454934,3.582924552421994,35.25105219253293,0.4627365612582662,4463.493558396814,0.0,0.0,6.618494955461965,0.04469897088298563,5.297319850414698,2.9766357453273247,0.29937539248513,0.19167874358086953,4.289892560213855,0.10435463521037239,0.0,0.0,0.0995485304256668,216.53762614043438,0.0,0.0,64.3841274450999,64.26977811833008,39.950364085832696,20.256801549331744,1.785425367732783,0.7602328287794167,85.53740481580338,0.5193319802454934,35.23561987404092,0.4627365612582662,2063.38963513593,0.0,0.5193319802454935,144.15949762938536,25.10795837127291,0.5193319802454934,0.0003213497459865319,3.312970515391525e-05,1.2057485576593592,5.555858909977318,0.0,0.0,2.1054540071828436e-06,0.049778548026366554,0.00045032333596161495,0.00010736583429466802,0.0,20.0,0.15,1.0,12.981771835924402,0.0,0.0,0.0,0.7675455538168179,0.5481077858539685,0.7426067284313995,0.7592224402569128
