,0-14,15-24,25-34,35-44,45-54,55-64,65+
0,0.0,0.0,0.0,76.5,178.49999999999997,408.00000000000006,6910.5
1,0.0,0.0,25.500000000000004,102.00000000000001,229.50000000000003,382.49999999999994,6655.5
2,0.0,51.00000000000001,51.00000000000001,76.5,229.50000000000003,637.5,5839.5
3,0.0,0.0,25.500000000000004,25.500000000000004,153.0,484.5,6222.0
4,0.0,25.500000000000004,102.00000000000001,102.00000000000001,229.50000000000003,356.99999999999994,6145.499999999999
5,0.0,0.0,25.500000000000004,102.00000000000001,127.5,306.0,5916.0
6,0.0,0.0,0.0,25.500000000000004,280.5,433.50000000000006,6477.0
7,0.0,0.0,25.500000000000004,0.0,153.0,662.9999999999999,6043.5
8,0.0,0.0,25.500000000000004,25.500000000000004,25.500000000000004,382.49999999999994,6094.500000000001
9,0.0,0.0,51.00000000000001,51.00000000000001,153.0,535.5,7420.5
10,0.0,0.0,51.00000000000001,0.0,204.00000000000003,459.00000000000006,7369.500000000001
11,0.0,0.0,76.5,76.5,102.00000000000001,408.00000000000006,7012.5
12,0.0,0.0,51.00000000000001,51.00000000000001,102.00000000000001,356.99999999999994,5151.0
13,0.0,0.0,25.500000000000004,51.00000000000001,127.5,713.9999999999999,5967.0
14,0.0,0.0,51.00000000000001,51.00000000000001,255.0,356.99999999999994,5890.5
15,0.0,0.0,51.00000000000001,76.5,153.0,382.49999999999994,6451.5
16,0.0,25.500000000000004,25.500000000000004,0.0,255.0,612.0,5967.0
17,0.0,0.0,25.500000000000004,76.5,153.0,356.99999999999994,6375.0
18,0.0,25.500000000000004,0.0,76.5,255.0,535.5,6324.0
19,0.0,0.0,25.500000000000004,76.5,178.49999999999997,510.0,6298.5
20,0.0,0.0,25.500000000000004,0.0,127.5,484.5,6349.5
21,0.0,0.0,0.0,25.500000000000004,229.50000000000003,535.5,5380.5
22,0.0,0.0,0.0,51.00000000000001,51.00000000000001,688.5,7114.5
23,0.0,0.0,0.0,25.500000000000004,178.49999999999997,484.5,7165.5
24,0.0,0.0,0.0,25.500000000000004,204.00000000000003,510.0,6273.0
25,0.0,0.0,25.500000000000004,102.00000000000001,153.0,459.00000000000006,6375.0
26,0.0,25.500000000000004,51.00000000000001,51.00000000000001,127.5,459.00000000000006,6375.0
27,0.0,0.0,25.500000000000004,51.00000000000001,127.5,535.5,6349.5
28,0.0,25.500000000000004,51.00000000000001,0.0,127.5,637.5,5890.5
29,0.0,0.0,25.500000000000004,76.5,153.0,561.0,6222.0
30,0.0,0.0,76.5,102.00000000000001,178.49999999999997,433.50000000000006,6604.5
31,0.0,0.0,0.0,25.500000000000004,178.49999999999997,459.00000000000006,5711.999999999999
32,0.0,0.0,25.500000000000004,25.500000000000004,76.5,612.0,6834.0
33,25.500000000000004,0.0,51.00000000000001,25.500000000000004,76.5,637.5,6375.0
34,0.0,0.0,25.500000000000004,25.500000000000004,153.0,459.00000000000006,6732.0
35,0.0,0.0,0.0,76.5,306.0,662.9999999999999,6528.000000000001
36,0.0,0.0,25.500000000000004,25.500000000000004,229.50000000000003,510.0,6145.499999999999
37,0.0,0.0,0.0,25.500000000000004,229.50000000000003,535.5,6324.0
38,0.0,51.00000000000001,0.0,25.500000000000004,178.49999999999997,510.0,5890.5
39,0.0,0.0,0.0,102.00000000000001,280.5,459.00000000000006,6273.0
40,0.0,0.0,0.0,25.500000000000004,153.0,586.5,7497.0
41,0.0,0.0,25.500000000000004,51.00000000000001,25.500000000000004,382.49999999999994,6502.500000000001
42,0.0,0.0,0.0,102.00000000000001,204.00000000000003,331.49999999999994,6222.0
43,25.500000000000004,0.0,51.00000000000001,25.500000000000004,178.49999999999997,356.99999999999994,6783.0
44,0.0,0.0,51.00000000000001,102.00000000000001,127.5,637.5,6834.0
45,0.0,0.0,0.0,102.00000000000001,331.49999999999994,484.5,6655.5
46,0.0,25.500000000000004,25.500000000000004,51.00000000000001,178.49999999999997,484.5,6451.5
47,0.0,0.0,25.500000000000004,51.00000000000001,229.50000000000003,535.5,6069.0
48,0.0,25.500000000000004,51.00000000000001,127.5,178.49999999999997,408.00000000000006,7318.5
49,0.0,25.500000000000004,0.0,25.500000000000004,204.00000000000003,433.50000000000006,6043.5
50,0.0,0.0,25.500000000000004,51.00000000000001,178.49999999999997,561.0,6986.999999999999
51,0.0,0.0,0.0,0.0,127.5,739.5,6783.0
52,0.0,0.0,0.0,76.5,102.00000000000001,408.00000000000006,6528.000000000001
53,0.0,0.0,25.500000000000004,51.00000000000001,204.00000000000003,510.0,6171.0
54,0.0,0.0,76.5,0.0,255.0,331.49999999999994,6834.0
55,0.0,0.0,0.0,127.5,204.00000000000003,459.00000000000006,6324.0
56,0.0,0.0,0.0,25.500000000000004,102.00000000000001,586.5,6502.500000000001
57,0.0,25.500000000000004,0.0,25.500000000000004,51.00000000000001,382.49999999999994,6885.0
58,0.0,0.0,0.0,0.0,178.49999999999997,382.49999999999994,5431.5
59,0.0,0.0,76.5,0.0,229.50000000000003,510.0,6579.0
60,0.0,0.0,25.500000000000004,102.00000000000001,127.5,331.49999999999994,6502.500000000001
61,0.0,25.500000000000004,25.500000000000004,51.00000000000001,178.49999999999997,561.0,6349.5
62,0.0,0.0,25.500000000000004,76.5,280.5,459.00000000000006,6324.0
63,0.0,25.500000000000004,25.500000000000004,51.00000000000001,127.5,713.9999999999999,6808.5
64,0.0,25.500000000000004,25.500000000000004,51.00000000000001,102.00000000000001,510.0,6706.5
65,0.0,0.0,51.00000000000001,25.500000000000004,306.0,561.0,7038.0
66,0.0,0.0,25.500000000000004,51.00000000000001,204.00000000000003,484.5,6910.5
67,0.0,51.00000000000001,0.0,102.00000000000001,153.0,433.50000000000006,6579.0
68,0.0,25.500000000000004,51.00000000000001,76.5,102.00000000000001,356.99999999999994,6885.0
69,0.0,0.0,25.500000000000004,25.500000000000004,204.00000000000003,586.5,6808.5
70,0.0,0.0,25.500000000000004,178.49999999999997,153.0,510.0,6119.999999999999
71,0.0,0.0,25.500000000000004,25.500000000000004,306.0,535.5,6910.5
72,0.0,0.0,0.0,25.500000000000004,127.5,561.0,6451.5
73,0.0,0.0,25.500000000000004,76.5,153.0,637.5,7140.0
