,0-14,15-24,25-34,35-44,45-54,55-64,65+
0,32895.0,7318.5,11985.0,7216.5,6502.500000000001,6094.500000000001,9945.0
1,7905.0,1275.0,2499.0,1020.0,1173.0,1045.5,1938.0
2,8313.0,2116.5,3723.0,1453.5,1529.9999999999998,1938.0,2091.0
3,2958.0,586.5,841.5,612.0,229.50000000000003,356.99999999999994,918.0000000000001
4,408.00000000000006,127.5,102.00000000000001,153.0,204.00000000000003,127.5,153.0
5,3544.5,688.5,1453.5,790.5,535.5,459.00000000000006,1122.0
6,18309.0,3901.4999999999995,6119.999999999999,2805.0,2881.5,2499.0,4641.0
7,6961.499999999999,1504.5,3136.5,1606.5,1275.0,1529.9999999999998,2269.5
8,5839.5,1887.0,2601.0,1275.0,1300.5,943.5,2014.5
9,994.5,102.00000000000001,280.5,204.00000000000003,204.00000000000003,127.5,255.0
10,8262.0,1785.0,2805.0,1402.5,1632.0000000000002,1555.5,2575.5
11,1887.0,510.0,790.5,459.00000000000006,561.0,510.0,535.5
12,13922.999999999998,2295.0,4284.0,2244.0,1581.0,1734.0000000000002,3085.5
13,5074.5,790.5,1708.5,943.5,892.5,713.9999999999999,1581.0
14,5763.0,1351.5,2065.5,841.5,764.9999999999999,764.9999999999999,1351.5
15,11908.5,2651.9999999999995,5074.5,2830.5000000000005,1861.5,2142.0,3672.0000000000005
16,8364.0,1427.9999999999998,2754.0,943.5,1275.0,994.5,1683.0
17,16141.5,3493.4999999999995,5839.5,2754.0,2014.5,2448.0,3238.5
18,1071.0,408.00000000000006,535.5,255.0,331.49999999999994,510.0,586.5
19,459.00000000000006,102.00000000000001,102.00000000000001,229.50000000000003,255.0,229.50000000000003,280.5
20,204.00000000000003,51.00000000000001,153.0,178.49999999999997,76.5,178.49999999999997,331.49999999999994
21,10812.0,2805.0,4564.5,2116.5,2244.0,2295.0,2983.5
22,153.0,102.00000000000001,178.49999999999997,51.00000000000001,178.49999999999997,178.49999999999997,204.00000000000003
23,153.0,76.5,127.5,127.5,102.00000000000001,102.00000000000001,178.49999999999997
24,11653.5,2014.5,4386.0,2422.5,2091.0,1581.0,2907.0
25,8313.0,1734.0000000000002,2958.0,1275.0,994.5,1173.0,1759.5
26,306.0,51.00000000000001,255.0,306.0,280.5,204.00000000000003,204.00000000000003
27,9511.5,1504.5,2907.0,1529.9999999999998,943.5,1096.5,2116.5
28,969.0,382.49999999999994,612.0,459.00000000000006,459.00000000000006,408.00000000000006,612.0
29,9715.5,1963.5,3544.5,2218.5,1529.9999999999998,1887.0,2269.5
30,382.49999999999994,102.00000000000001,356.99999999999994,178.49999999999997,306.0,153.0,356.99999999999994
31,4666.5,1020.0,2040.0,1045.5,790.5,841.5,1427.9999999999998
32,841.5,178.49999999999997,382.49999999999994,459.00000000000006,408.00000000000006,382.49999999999994,739.5
33,3825.0,739.5,1479.0,841.5,764.9999999999999,739.5,969.0
34,178.49999999999997,25.500000000000004,255.0,102.00000000000001,51.00000000000001,127.5,331.49999999999994
35,3799.5,739.5,1479.0,382.49999999999994,790.5,459.00000000000006,841.5
36,5814.0,1325.9999999999998,2091.0,790.5,816.0000000000001,867.0000000000001,1606.5
37,356.99999999999994,127.5,331.49999999999994,178.49999999999997,178.49999999999997,204.00000000000003,178.49999999999997
38,1504.5,408.00000000000006,510.0,51.00000000000001,331.49999999999994,331.49999999999994,535.5
39,7038.0,1708.5,2448.0,1427.9999999999998,1122.0,1198.5,1912.5
40,5176.5,867.0000000000001,2320.5,841.5,459.00000000000006,841.5,1427.9999999999998
41,688.5,153.0,306.0,280.5,280.5,255.0,408.00000000000006
42,153.0,25.500000000000004,153.0,0.0,127.5,153.0,153.0
43,178.49999999999997,102.00000000000001,178.49999999999997,51.00000000000001,127.5,153.0,204.00000000000003
44,306.0,51.00000000000001,51.00000000000001,76.5,153.0,204.00000000000003,127.5
45,5508.0,1504.5,2881.5,1071.0,1147.5,1249.5,1351.5
46,459.00000000000006,76.5,127.5,204.00000000000003,76.5,51.00000000000001,204.00000000000003
47,1071.0,255.0,637.5,713.9999999999999,459.00000000000006,408.00000000000006,586.5
48,2728.5,662.9999999999999,918.0000000000001,306.0,408.00000000000006,586.5,637.5
49,5635.5,1020.0,1683.0,1122.0,1122.0,764.9999999999999,1529.9999999999998
50,7242.0,1785.0,3213.0,1836.0000000000002,1325.9999999999998,1351.5,2448.0
51,5508.0,1504.5,1938.0,637.5,1147.5,892.5,1377.0
52,2550.0,612.0,867.0000000000001,637.5,764.9999999999999,586.5,892.5
53,15427.5,3391.5,5661.000000000001,2142.0,2167.5,2040.0,3468.0000000000005
54,8185.500000000001,1325.9999999999998,2728.5,1708.5,1632.0000000000002,1325.9999999999998,2448.0
55,4156.5,561.0,1045.5,433.50000000000006,790.5,484.5,969.0
56,331.49999999999994,127.5,204.00000000000003,178.49999999999997,204.00000000000003,204.00000000000003,535.5
57,8542.5,1708.5,4233.0,1632.0000000000002,1504.5,2014.5,2550.0
58,1938.0,382.49999999999994,433.50000000000006,433.50000000000006,484.5,382.49999999999994,459.00000000000006
59,7344.000000000001,1683.0,2703.0,1122.0,1275.0,1045.5,1938.0
60,637.5,306.0,459.00000000000006,382.49999999999994,356.99999999999994,306.0,204.00000000000003
