,Infections,Deaths,r_eff,Diagnosis,Critical,r_eff_smooth,r_eff_static
0,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
1,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
2,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
3,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
4,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
5,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
6,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
7,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
8,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
9,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
10,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
11,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
12,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
13,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
14,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
15,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
16,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
17,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
18,0.0,0.0,0.0,0.0,0.0,0.0,2.470781363751557
19,0.0,0.0,302026033.40148926,0.0,0.0,0.0,2.470781363751557
20,0.0,0.0,1208104133.605957,0.0,0.0,0.0,2.470781363751557
21,510.0,0.0,1812156201.2972474,0.0,0.0,0.0,2.470781363751557
22,0.0,0.0,1208104137.497609,0.0,0.0,0.0,2.470781363751557
23,76.5,0.0,302026040.13881546,0.0,0.0,0.0,2.470781363751557
24,102.0,0.0,6.753135555286798,0.0,0.0,6.753135555286798,2.470781363751557
25,25.5,0.0,7.38360136540214,0.0,0.0,7.38360136540214,2.470781363751557
26,739.5,0.0,10.9851805953307,25.5,0.0,10.9851805953307,2.470781363751557
27,1122.0,0.0,13.171487499903776,51.0,0.0,13.171487499903776,2.470781363751557
28,841.5,0.0,11.561331532078539,76.5,0.0,11.561331532078539,2.470781363751557
29,790.5,0.0,8.820985989187188,153.0,0.0,8.820985989187188,2.470781363751557
30,1045.5,0.0,6.905987148303112,229.5,0.0,6.905987148303112,2.470781363751557
31,1326.0,0.0,5.781097639562633,280.5,0.0,5.781097639562633,2.470781363751557
32,1428.0,0.0,5.276616499235748,459.0,0.0,5.276616499235748,2.470781363751557
33,2269.5,0.0,5.009894879507581,714.0,0.0,5.009894879507581,2.470781363751557
34,2167.5,0.0,4.344303576595443,1020.0,0.0,4.344303576595443,2.470781363751557
35,1734.0,0.0,3.453116148911169,1453.5,25.5,3.453116148911169,2.470781363751557
36,2040.0,0.0,2.981477414589881,1734.0,25.5,2.981477414589881,2.470781363751557
37,2575.5,0.0,2.938343060959433,2269.5,25.5,2.938343060959433,2.470781363751557
38,3238.5,0.0,2.9298103576354113,2728.5,25.5,2.9298103576354113,2.470781363751557
39,3162.0,0.0,2.818681515670772,3366.0,25.5,2.818681515670772,2.470781363751557
40,3646.5,0.0,2.690667848807482,4054.5,25.5,2.690667848807482,2.470781363751557
41,4080.0,0.0,2.556456434625235,4743.0,25.5,2.556456434625235,2.470781363751557
42,3978.0,25.5,2.4137562649261977,5431.5,25.5,2.4137562649261977,2.470781363751557
43,4462.5,0.0,2.3742051568324953,6579.0,25.5,2.3742051568324953,2.470781363751557
44,5431.5,0.0,2.4799615973439075,7650.0,25.5,2.4799615973439075,2.470781363751557
45,6681.0,0.0,2.63461843946071,8593.5,25.5,2.63461843946071,2.470781363751557
46,6961.5,0.0,2.799659942267299,9511.5,25.5,2.799659942267299,2.470781363751557
47,9205.5,0.0,2.984171953229237,10761.0,25.5,2.984171953229237,2.470781363751557
48,10531.5,0.0,3.098495859983992,11883.0,25.5,3.098495859983992,2.470781363751557
49,10888.5,0.0,3.103948773000846,13566.0,25.5,3.103948773000846,2.470781363751557
50,12469.5,0.0,3.075742065971778,15376.5,25.5,3.075742065971778,2.470781363751557
51,14586.0,0.0,3.0258112286804,17340.0,25.5,3.0258112286804,2.470781363751557
52,14790.0,0.0,2.9585298431923106,19354.5,25.5,2.9585298431923106,2.470781363751557
53,18156.0,0.0,2.92438316817851,21343.5,25.5,2.92438316817851,2.470781363751557
54,19966.5,0.0,2.901313719302343,23893.5,76.5,2.901313719302343,2.470781363751557
55,22618.5,0.0,2.8294156490185856,26341.5,127.5,2.8294156490185856,2.470781363751557
56,24276.0,0.0,2.723181229278649,29631.0,127.5,2.723181229278649,2.470781363751557
57,25449.0,0.0,2.6524372598715025,33099.0,178.5,2.6524372598715025,2.470781363751557
58,32359.5,0.0,2.601757420050546,36337.5,178.5,2.601757420050546,2.470781363751557
59,31926.0,0.0,2.4895306846885323,40315.5,229.5,2.4895306846885323,2.470781363751557
60,33532.5,25.5,2.3384825564533616,44140.5,255.0,2.3384825564533616,2.470781363751557
61,35955.0,0.0,2.2202611871064737,48144.0,357.0,2.2202611871064737,2.470781363751557
62,38785.5,0.0,2.1407881976326997,52759.5,433.5,2.1407881976326997,2.470781363751557
63,42814.5,0.0,2.074239276155922,57400.5,510.0,2.074239276155922,2.470781363751557
64,43605.0,25.5,1.998245201599013,62449.5,510.0,1.998245201599013,2.470781363751557
65,47073.0,25.5,1.9058360733907953,67345.5,535.5,1.9058360733907953,2.470781363751557
66,45951.0,0.0,1.8108933648684633,72547.5,739.5,1.8108933648684633,2.470781363751557
67,49980.0,0.0,1.7308458198257193,77953.5,892.5,1.7308458198257193,2.470781363751557
68,50235.0,0.0,1.6688906088597524,83283.0,1020.0,1.6688906088597524,2.470781363751557
69,53524.5,0.0,1.6177352902006092,88740.0,1122.0,1.6177352902006092,2.470781363751557
70,54825.0,0.0,1.566215891688655,94350.0,1224.0,1.566215891688655,2.470781363751557
71,55692.0,0.0,1.508747697252844,100317.0,1504.5,1.508747697252844,2.470781363751557
72,56737.5,0.0,1.4565936916722284,106131.0,1759.5,1.4565936916722284,2.470781363751557
73,57477.0,51.0,1.4223075885994778,111996.0,1861.5,1.4223075885994778,2.470781363751557
74,61914.0,25.5,1.3989406005118599,117733.5,2065.5,1.3989406005118599,2.470781363751557
75,60766.5,76.5,1.3705808906466657,124083.0,2244.0,1.3705808906466657,2.470781363751557
76,64260.0,51.0,1.3261880591463564,130152.0,2346.0,1.3261880591463564,2.470781363751557
77,60919.5,51.0,1.2667857985684923,136144.5,2601.0,1.2667857985684923,2.470781363751557
78,59848.5,76.5,1.2149385356903846,142111.5,2881.5,1.2149385356903846,2.470781363751557
79,62245.5,51.0,1.1854149152997502,148308.0,3136.5,1.1854149152997502,2.470781363751557
80,61659.0,127.5,1.1672944288343297,154504.5,3493.5,1.1672944288343297,2.470781363751557
81,63240.0,76.5,1.1499582355650027,160803.0,3748.5,1.1499582355650027,2.470781363751557
82,63903.0,51.0,1.1278547731290924,167280.0,4156.5,1.1278547731290924,2.470781363751557
83,62194.5,76.5,1.1022763431151086,173680.5,4437.0,1.1022763431151086,2.470781363751557
84,62271.0,25.5,1.0827439929504648,179443.5,4768.5,1.0827439929504648,2.470781363751557
85,63801.0,127.5,1.0673272126058007,185971.5,4998.0,1.0673272126058007,2.470781363751557
86,61735.5,76.5,1.0479630236595083,192040.5,5355.0,1.0479630236595083,2.470781363751557
87,61786.5,127.5,1.022754304775039,198390.0,5610.0,1.022754304775039,2.470781363751557
88,60435.0,178.5,0.989154681742036,204612.0,5737.5,0.989154681742036,2.470781363751557
89,56253.0,204.0,0.9558519083336907,211267.5,5865.0,0.9558519083336907,2.470781363751557
90,57043.5,178.5,0.937479515947887,217336.5,5865.0,0.937479515947887,2.470781363751557
91,57604.5,331.5,0.9263168343193996,223686.0,5814.0,0.9263168343193996,2.470781363751557
92,54748.5,127.5,0.9110452907346155,229882.5,5916.0,0.9110452907346155,2.470781363751557
93,55131.0,102.0,0.8955836530697063,236257.5,6145.5,0.8955836530697063,2.470781363751557
94,53499.0,127.5,0.8809689342526573,242505.0,6324.0,0.8809689342526573,2.470781363751557
95,51892.5,229.5,0.8658945276180074,249033.0,6477.0,0.8658945276180074,2.470781363751557
96,50847.0,153.0,0.8506835202577374,255280.5,6477.0,0.8506835202577374,2.470781363751557
97,49623.0,204.0,0.8324127295532258,261808.5,6706.5,0.8324127295532258,2.470781363751557
98,45925.5,153.0,0.813506513019355,268132.5,7089.0,0.813506513019355,2.470781363751557
99,46537.5,178.5,0.796906174994499,274405.5,6987.0,0.796906174994499,2.470781363751557
100,42942.0,76.5,0.7791884958789272,280576.5,7267.5,0.7791884958789272,2.470781363751557
101,42177.0,204.0,0.7613541463290425,286518.0,7446.0,0.7613541463290425,2.470781363751557
102,40035.0,204.0,0.7450941915078432,292536.0,7675.5,0.7450941915078432,2.470781363751557
103,39015.0,178.5,0.726948725805104,298554.0,7803.0,0.726948725805104,2.470781363751557
104,35827.5,204.0,0.7067293777516501,304929.0,7726.5,0.7067293777516501,2.470781363751557
105,35011.5,153.0,0.6864084562577879,311202.0,7752.0,0.6864084562577879,2.470781363751557
