,Infections,Deaths,r_eff,Diagnosis,Critical,r_eff_smooth,r_eff_static
0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
1,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
2,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
3,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
4,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
5,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
6,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
7,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
8,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
9,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
10,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
11,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
12,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
13,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
14,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
15,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
16,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
17,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
18,0.0,0.0,0.0,0.0,0.0,0.0,0.15625003674228194
19,0.0,0.0,255000060.79673767,0.0,0.0,0.0,0.15625003674228194
20,0.0,0.0,1020000243.1869507,0.0,0.0,0.0,0.15625003674228194
21,510.0,0.0,1530000364.780426,0.0,0.0,0.0,0.15625003674228194
22,0.0,0.0,1020000243.1869507,0.0,0.0,0.0,0.15625003674228194
23,0.0,0.0,255000060.83840436,0.0,0.0,0.0,0.15625003674228194
24,0.0,0.0,0.16666670585843407,0.0,0.0,0.16666670585843407,0.15625003674228194
25,25.5,0.0,0.2500000587876511,0.0,0.0,0.2500000587876511,0.15625003674228194
26,0.0,0.0,0.16666670585843407,25.5,0.0,0.16666670585843407,0.15625003674228194
27,0.0,0.0,0.04166667646460852,76.5,0.0,0.04166667646460852,0.15625003674228194
28,0.0,0.0,0.0,76.5,0.0,0.0,0.15625003674228194
29,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
30,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
31,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
32,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
33,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
34,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
35,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
36,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
37,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
38,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
39,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
40,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
41,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
42,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
43,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
44,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
45,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
46,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
47,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
48,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
49,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
50,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
51,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
52,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
53,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
54,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
55,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
56,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
57,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
58,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
59,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
60,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
61,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
62,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
63,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
64,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
65,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
66,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
67,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
68,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
69,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
70,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
71,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
72,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
73,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
74,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
75,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
76,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
77,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
78,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
79,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
80,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
81,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
82,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
83,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
84,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
85,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
86,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
87,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
88,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
89,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
90,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
91,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
92,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
93,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
94,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
95,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
96,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
97,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
98,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
99,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
100,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
101,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
102,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
103,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
104,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
105,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
106,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
107,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
108,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
109,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
110,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
111,0.0,0.0,0.0,102.0,0.0,0.0,0.15625003674228194
