,Infections,Deaths,r_eff,Diagnosis,Critical,r_eff_smooth,r_eff_static
0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
1,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
2,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
3,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
4,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
5,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
6,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
7,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
8,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
9,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
10,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
11,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
12,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
13,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
14,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
15,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
16,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
17,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
18,0.0,0.0,0.0,0.0,0.0,0.0,0.09523808932803571
19,0.0,0.0,242857128.38172913,0.0,0.0,0.0,0.09523808932803571
20,0.0,0.0,971428513.5269165,0.0,0.0,0.0,0.09523808932803571
21,510.0,0.0,1457142770.2903748,0.0,0.0,0.0,0.09523808932803571
22,0.0,0.0,971428513.5269165,0.0,0.0,0.0,0.09523808932803571
23,0.0,0.0,242857128.38172913,0.0,0.0,0.0,0.09523808932803571
24,0.0,0.0,0.02976190291501116,0.0,0.0,0.02976190291501116,0.09523808932803571
25,0.0,0.0,0.11904761166004464,0.0,0.0,0.11904761166004464,0.09523808932803571
26,25.5,0.0,0.17857141749006697,0.0,0.0,0.17857141749006697,0.09523808932803571
27,0.0,0.0,0.11904761166004464,0.0,0.0,0.11904761166004464,0.09523808932803571
28,0.0,0.0,0.02976190291501116,25.5,0.0,0.02976190291501116,0.09523808932803571
29,0.0,0.0,0.0,25.5,0.0,0.0,0.09523808932803571
30,0.0,0.0,0.0,25.5,0.0,0.0,0.09523808932803571
31,0.0,0.0,0.0,51.0,0.0,0.0,0.09523808932803571
32,0.0,0.0,0.0,51.0,0.0,0.0,0.09523808932803571
33,0.0,0.0,0.0,76.5,0.0,0.0,0.09523808932803571
34,0.0,0.0,0.0,76.5,0.0,0.0,0.09523808932803571
35,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
36,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
37,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
38,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
39,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
40,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
41,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
42,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
43,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
44,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
45,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
46,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
47,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
48,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
49,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
50,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
51,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
52,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
53,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
54,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
55,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
56,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
57,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
58,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
59,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
60,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
61,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
62,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
63,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
64,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
65,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
66,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
67,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
68,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
69,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
70,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
71,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
72,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
73,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
74,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
75,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
76,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
77,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
78,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
79,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
80,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
81,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
82,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
83,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
84,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
85,0.0,0.0,0.0,102.0,0.0,0.0,0.09523808932803571
