,Mean_Infections,SD_Infections,Mean_Deaths,SD_Deaths,Mean_reff,SD_reff,Mean_r_eff_val,SD_r_eff_val,Mean_Suppresion_Day,SD_Suppresion_Day,Mean_Critical,SD_Critical
0,510.0,0.0,0.0,0.0,1876567070.789727,73566527.2915464,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
1,0.0,0.0,0.0,0.0,1251044714.4216812,49044351.50150938,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
2,8.415,21.351587177537883,0.0,0.0,312761180.01806265,12261088.018806405,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
3,39.27,41.34146949492725,0.0,0.0,2.351484423357158,1.856276359028435,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
4,80.58,62.74451051685718,0.0,0.0,2.566683533785177,1.4655775059435943,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
5,99.45,67.32193179046484,0.0,0.0,2.3897603641761207,1.0588181708052244,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
6,104.295,64.52003932887827,0.0,0.0,2.109328564810695,0.8547657280767489,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.0,0.0
7,95.88,64.32068563067402,0.0,0.0,1.870130010532734,0.7922752357038968,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,0.51,3.5699999999999994
8,111.18,77.55689911284487,0.0,0.0,1.709916650529164,0.764806378347356,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,1.785,6.506248919308263
9,113.475,81.62987734279649,0.0,0.0,1.5782129741486945,0.7567427367891811,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,2.805,7.978688802052628
10,103.02,92.0066008501564,0.0,0.0,1.482194764380661,0.7909786274335748,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,3.825,9.793460828532467
11,114.495,93.51896853045369,0.0,0.0,1.4818627909247692,0.8637511150119355,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,5.355,10.994611180028153
12,132.6,113.58239300173247,0.0,0.0,1.5254117294224736,0.9077635563946543,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,8.16,13.435378669765885
13,132.09,109.34595054230401,0.0,0.0,1.5348478459017312,0.8736771372934097,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,9.945,14.377568466190652
14,130.305,124.55360081105643,0.0,0.0,1.5361484277744983,0.8440081429388122,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,11.22,14.568513994227411
15,153.0,128.00898405971355,0.255,2.53721796462188,1.5525428370085934,0.878170926828223,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,13.77,15.892045179900537
16,154.275,130.54281625198686,0.255,2.5372179646218807,1.5501062193082242,0.9360581646319712,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,17.34,18.696908835419812
17,169.065,164.96962834109803,0.255,2.53721796462188,1.520823864799018,0.9513188727430394,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,17.85,18.91130614209394
18,169.83,147.95362820830042,0.765,4.349974137854158,1.4833714637869946,0.8982029145543937,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,19.635,21.593848082266387
19,183.6,169.37836343523918,0.51,3.5699999999999994,1.461873658003948,0.7807688659439924,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,23.46,22.71647860034648
20,190.23,169.12556607444066,0.0,0.0,1.4898910540071992,0.7467013945922801,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,26.775,26.09859910033487
21,213.945,181.49462657335067,0.255,2.5372179646218793,1.5436185296044078,0.818685651661201,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,28.815,26.903406382835605
22,234.855,211.2439146460791,0.255,2.53721796462188,1.543911828166279,0.8452638014276197,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,31.11,29.645874923840573
23,227.97,214.8916333876217,1.53,6.055914464389344,1.494827956929686,0.8254756010588516,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,31.62,29.101298940081698
24,245.31,224.5963799797317,0.51,3.569999999999997,1.473181808918692,0.8098718516507304,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,33.915,29.5304973713617
25,280.245,276.73069485512445,1.02,4.996959075277684,1.4833667029645046,0.8129950140971984,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,34.935,30.09756260895555
26,285.855,295.124247521277,0.255,2.5372179646218798,1.48482998173521,0.7959747901089668,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,35.19,31.185155122269304
27,292.485,275.8118240304429,1.275,5.557596153014356,1.4884246906207184,0.7740697564736168,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,35.19,30.975940663682827
28,315.69,293.5443218663921,1.53,7.048340230153487,1.5182112809177235,0.776488594642895,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,36.72,31.710354775687993
29,351.645,317.2531031763125,1.275,5.557596153014356,1.5413717164815868,0.7825525908699253,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,37.74,33.9217098625644
30,355.47,324.7386704721198,0.765,4.349974137854158,1.5186803646464215,0.7585650678655114,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,38.505,34.68281238596434
31,357.51,351.0486004814719,0.765,4.349974137854159,1.4922688186860131,0.7506269674306897,1.5361145054874812,0.24298333201665237,420.07,176.73546644632478,40.035,37.17319296213335
